locationID,created,waterLevel
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:30:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:20:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:15:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:10:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:05:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T07:00:02+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:55:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:50:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:45:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:40:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:35:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:30:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:25:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:20:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:15:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:10:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:05:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T06:00:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:55:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:50:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:45:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:40:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:35:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:30:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:25:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:20:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:15:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:10:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T05:05:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:55:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:50:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:45:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:40:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:35:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:30:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:25:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:20:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:15:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:10:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:05:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T04:00:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:55:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:50:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:45:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:40:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:35:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:30:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:25:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:20:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:15:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:10:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:05:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T03:00:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:55:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:50:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:45:02+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:40:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:35:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:30:01+09:00,73
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:25:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:20:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:15:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:10:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:05:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T02:00:01+09:00,74
http://odp.jig.jp/jp/fukui/sabae/waterlevelsensor/1,2017-10-15T01:55:01+09:00,74
